#model_version:v2023.03.01,score_date:2023-03-19T00:00:00+0000
cve,epss,percentile
CVE-2021-37378,0.00045,0.11838
CVE-2021-37379,0.00045,0.11838
CVE-2021-3738,0.00132,0.46529
CVE-2021-37381,0.00125,0.45315
CVE-2021-37388,0.00490,0.72411
CVE-2021-37389,0.00068,0.27792
CVE-2021-3739,0.00042,0.05636
CVE-2021-37390,0.00068,0.27792
CVE-2021-37391,0.00065,0.26409
CVE-2021-37392,0.00058,0.22439
CVE-2021-37393,0.00058,0.22439
CVE-2021-37394,0.00104,0.41096
CVE-2021-37400,0.00173,0.52726
CVE-2021-37401,0.00173,0.52726
CVE-2021-37402,0.00078,0.31575
CVE-2021-37403,0.00065,0.26643
CVE-2021-37404,0.00191,0.54881
CVE-2021-37409,0.00043,0.06927
CVE-2021-37412,0.00054,0.19741
CVE-2021-37413,0.00110,0.42499
CVE-2021-37414,0.00323,0.66008
CVE-2021-37415,0.96706,0.99381
CVE-2021-37416,0.00136,0.47328
CVE-2021-37417,0.00315,0.65622
CVE-2021-37419,0.00117,0.44080
CVE-2021-37420,0.00128,0.45808
CVE-2021-37421,0.01955,0.86882
CVE-2021-37422,0.00579,0.74704
CVE-2021-37423,0.00260,0.62012
CVE-2021-37424,0.00404,0.69626
CVE-2021-37425,0.00668,0.76609
CVE-2021-3743,0.00043,0.07759
CVE-2021-37436,0.00062,0.24191
CVE-2021-37439,0.00087,0.35576
CVE-2021-3744,0.00043,0.07720
CVE-2021-37440,0.00091,0.37574
CVE-2021-37441,0.00083,0.33674
CVE-2021-37442,0.00087,0.35576
CVE-2021-37443,0.00081,0.33102
CVE-2021-37444,0.00090,0.36659
CVE-2021-37445,0.00087,0.35576
CVE-2021-37446,0.00061,0.23531
CVE-2021-37447,0.00081,0.33102
CVE-2021-37448,0.00054,0.20595
CVE-2021-37449,0.00054,0.20595
CVE-2021-3745,0.00080,0.32742
CVE-2021-37450,0.00058,0.22439
CVE-2021-37451,0.00058,0.22439
CVE-2021-37452,0.00042,0.05636
CVE-2021-37453,0.00058,0.22439
CVE-2021-37454,0.00058,0.22439
CVE-2021-37455,0.00058,0.22439
CVE-2021-37456,0.00058,0.22439
CVE-2021-37457,0.00058,0.22439
CVE-2021-37458,0.00058,0.22439
CVE-2021-37459,0.00058,0.22439
CVE-2021-3746,0.00065,0.26670
CVE-2021-37460,0.00058,0.22439
CVE-2021-37461,0.00058,0.22439
CVE-2021-37462,0.00058,0.22439
CVE-2021-37463,0.00058,0.22439
CVE-2021-37464,0.00058,0.22439
CVE-2021-37465,0.00058,0.22439
CVE-2021-37466,0.00058,0.22439
CVE-2021-37467,0.00058,0.22439
CVE-2021-37468,0.00042,0.05636
CVE-2021-37469,0.00087,0.35576
CVE-2021-3747,0.00043,0.06927
CVE-2021-37470,0.00058,0.22439
CVE-2021-37471,0.00085,0.34341
CVE-2021-37473,0.00181,0.53673
CVE-2021-37475,0.00181,0.53673
CVE-2021-37476,0.00181,0.53673
CVE-2021-37477,0.00181,0.53673
CVE-2021-37478,0.00181,0.53673
CVE-2021-3748,0.00042,0.05636
CVE-2021-3749,0.00187,0.54414
CVE-2021-37491,0.00081,0.32888
CVE-2021-37492,0.00060,0.23509
CVE-2021-37497,0.00125,0.45279
CVE-2021-37498,0.00078,0.31468
CVE-2021-37499,0.00081,0.33000
CVE-2021-3750,0.00042,0.05636
CVE-2021-37500,0.00050,0.16440
CVE-2021-37501,0.00046,0.13906
CVE-2021-37502,0.00052,0.18245
CVE-2021-37504,0.00099,0.39526
CVE-2021-3751,0.00172,0.52586
CVE-2021-37517,0.00055,0.20758
CVE-2021-37518,0.00064,0.25858
CVE-2021-37519,0.00044,0.10504
CVE-2021-3752,0.00097,0.39139
CVE-2021-37524,0.00063,0.24822
CVE-2021-37529,0.00043,0.07379
CVE-2021-3753,0.00045,0.12135
CVE-2021-37530,0.00043,0.07379
CVE-2021-37531,0.00428,0.70441
CVE-2021-37532,0.00059,0.22664
CVE-2021-37533,0.00176,0.52998
CVE-2021-37534,0.00054,0.20595
CVE-2021-37535,0.00255,0.61664
CVE-2021-37538,0.01560,0.85177
CVE-2021-37539,0.00546,0.73900
CVE-2021-3754,0.00046,0.13906
CVE-2021-37540,0.00072,0.29304
CVE-2021-37541,0.00072,0.29304
CVE-2021-37542,0.00072,0.29304
CVE-2021-37543,0.00105,0.41370
CVE-2021-37544,0.00429,0.70461
CVE-2021-37545,0.00073,0.29843
CVE-2021-37546,0.00072,0.29304
CVE-2021-37547,0.00072,0.29304
CVE-2021-37548,0.00150,0.49439
CVE-2021-37549,0.00152,0.49738
CVE-2021-37550,0.00073,0.29843
CVE-2021-37551,0.00072,0.29304
CVE-2021-37552,0.00054,0.20595
CVE-2021-37553,0.00150,0.49439
CVE-2021-37554,0.00054,0.20595
CVE-2021-37555,0.00201,0.56310
CVE-2021-37556,0.00885,0.80080
CVE-2021-37557,0.00885,0.80080
CVE-2021-37558,0.00261,0.62074
CVE-2021-3756,0.00123,0.45047
CVE-2021-37560,0.00187,0.54439
CVE-2021-37561,0.00187,0.54439
CVE-2021-37562,0.00088,0.36043
CVE-2021-37563,0.00187,0.54439
CVE-2021-37564,0.00088,0.36043
CVE-2021-37565,0.00088,0.36043
CVE-2021-37566,0.00187,0.54439
CVE-2021-37567,0.00088,0.36043
CVE-2021-37568,0.00187,0.54439
CVE-2021-37569,0.00187,0.54439
CVE-2021-3757,0.00172,0.52586
CVE-2021-37570,0.00088,0.36043
CVE-2021-37571,0.00187,0.54439
CVE-2021-37572,0.00074,0.29956
CVE-2021-37573,0.00430,0.70486
CVE-2021-37576,0.00074,0.30108
CVE-2021-37578,0.00712,0.77440
CVE-2021-37579,0.23631,0.95807
CVE-2021-3758,0.00051,0.17795
CVE-2021-37580,0.93058,0.98463
CVE-2021-37583,0.00187,0.54439
CVE-2021-37584,0.00187,0.54439
CVE-2021-37586,0.00063,0.25421
CVE-2021-37587,0.00117,0.43922
CVE-2021-37588,0.00140,0.48029
CVE-2021-37589,0.00358,0.67735
CVE-2021-3759,0.00042,0.05636
CVE-2021-37592,0.00166,0.51566
CVE-2021-37593,0.00525,0.73363
CVE-2021-37594,0.00195,0.55594
CVE-2021-37595,0.00195,0.55594
CVE-2021-37596,0.00072,0.29304
CVE-2021-37597,0.00234,0.59757
CVE-2021-37598,0.00068,0.27792
CVE-2021-37599,0.00194,0.55415
CVE-2021-3760,0.00042,0.05636
CVE-2021-37600,0.00084,0.34086
CVE-2021-37601,0.00127,0.45660
CVE-2021-37604,0.00167,0.51787
CVE-2021-37605,0.00187,0.54476
CVE-2021-37606,0.00061,0.23913
CVE-2021-37608,0.00245,0.60701
CVE-2021-3761,0.00067,0.27247
CVE-2021-37613,0.00050,0.16449
CVE-2021-37614,0.00133,0.46732
CVE-2021-37615,0.00067,0.27211
CVE-2021-37616,0.00067,0.27211
CVE-2021-37617,0.00044,0.10211
CVE-2021-37618,0.00067,0.27211
CVE-2021-37619,0.00067,0.27211
CVE-2021-3762,0.01333,0.83969
CVE-2021-37620,0.00065,0.26477
CVE-2021-37621,0.00065,0.26492
CVE-2021-37622,0.00065,0.26492
CVE-2021-37623,0.00067,0.27211
CVE-2021-37624,0.00237,0.60039
CVE-2021-37625,0.00098,0.39398
CVE-2021-37626,0.00090,0.36959
CVE-2021-37627,0.00104,0.40954
CVE-2021-37628,0.00149,0.49266
CVE-2021-37629,0.00070,0.28245
CVE-2021-3763,0.00053,0.18874
CVE-2021-37630,0.00098,0.39253
CVE-2021-37631,0.00099,0.39598
CVE-2021-37632,0.00489,0.72380
CVE-2021-37633,0.00061,0.23913
CVE-2021-37634,0.00078,0.31575
CVE-2021-37635,0.00044,0.10211
CVE-2021-37636,0.00044,0.10211
CVE-2021-37637,0.00044,0.10211
CVE-2021-37638,0.00044,0.10211
CVE-2021-37639,0.00044,0.10211
CVE-2021-3764,0.00042,0.05636
CVE-2021-37640,0.00044,0.10211
CVE-2021-37641,0.00044,0.10211
CVE-2021-37642,0.00044,0.10211
CVE-2021-37643,0.00044,0.10211
CVE-2021-37644,0.00044,0.10211
CVE-2021-37645,0.00044,0.10211
CVE-2021-37646,0.00044,0.10211
CVE-2021-37647,0.00044,0.10211
CVE-2021-37648,0.00044,0.10211
CVE-2021-37649,0.00044,0.10211
CVE-2021-3765,0.00076,0.31067
CVE-2021-37650,0.00044,0.10211
CVE-2021-37651,0.00044,0.10211
CVE-2021-37652,0.00044,0.10211
CVE-2021-37653,0.00044,0.10211
CVE-2021-37654,0.00044,0.10211
CVE-2021-37655,0.00044,0.10211
CVE-2021-37656,0.00044,0.10211
CVE-2021-37657,0.00044,0.10211
CVE-2021-37658,0.00044,0.10211
CVE-2021-37659,0.00044,0.10211
CVE-2021-3766,0.00172,0.52586
CVE-2021-37660,0.00042,0.05636
CVE-2021-37661,0.00044,0.10211
CVE-2021-37662,0.00044,0.10211
CVE-2021-37663,0.00044,0.10211
CVE-2021-37664,0.00044,0.10211
CVE-2021-37665,0.00044,0.10211
CVE-2021-37666,0.00044,0.10211
CVE-2021-37667,0.00044,0.10211
CVE-2021-37668,0.00044,0.10211
CVE-2021-37669,0.00044,0.10211
CVE-2021-3767,0.00051,0.17795
CVE-2021-37670,0.00044,0.10211
CVE-2021-37671,0.00044,0.10211
CVE-2021-37672,0.00044,0.10211
CVE-2021-37673,0.00044,0.10211
CVE-2021-37674,0.00044,0.10211
CVE-2021-37675,0.00044,0.10211
CVE-2021-37676,0.00044,0.10211
CVE-2021-37677,0.00044,0.10211
CVE-2021-37678,0.00044,0.10211
CVE-2021-37679,0.00044,0.10211
CVE-2021-3768,0.00051,0.17795
CVE-2021-37680,0.00044,0.10211
CVE-2021-37681,0.00044,0.10211
CVE-2021-37682,0.00042,0.05636
CVE-2021-37683,0.00044,0.10211
CVE-2021-37684,0.00044,0.10211
CVE-2021-37685,0.00044,0.10211
CVE-2021-37686,0.00042,0.05636
CVE-2021-37687,0.00047,0.14182
CVE-2021-37688,0.00044,0.10211
CVE-2021-37689,0.00044,0.10211
CVE-2021-3769,0.00168,0.51870
CVE-2021-37690,0.00042,0.05636
CVE-2021-37691,0.00044,0.10211
CVE-2021-37692,0.00044,0.10211
CVE-2021-37693,0.00062,0.24572
CVE-2021-37694,0.00134,0.46905
CVE-2021-37695,0.00140,0.47941
CVE-2021-37696,0.00063,0.24882
CVE-2021-37697,0.00063,0.24882
CVE-2021-37698,0.00197,0.55849
CVE-2021-37699,0.00061,0.23913
CVE-2021-3770,0.00050,0.17040
CVE-2021-37700,0.00105,0.41158
CVE-2021-37701,0.00111,0.42596
CVE-2021-37702,0.00104,0.40989
CVE-2021-37703,0.00061,0.23913
CVE-2021-37704,0.00257,0.61764
CVE-2021-37705,0.00261,0.62085
CVE-2021-37706,0.00523,0.73312
CVE-2021-37707,0.00062,0.24572
CVE-2021-37708,0.00142,0.48231
CVE-2021-37709,0.00065,0.26600
CVE-2021-37710,0.00050,0.16991
CVE-2021-37711,0.00087,0.35078
CVE-2021-37712,0.00111,0.42596
CVE-2021-37713,0.00050,0.17055
CVE-2021-37714,0.00413,0.69942
CVE-2021-37715,0.00054,0.20595
CVE-2021-37716,0.00264,0.62311
CVE-2021-37717,0.00221,0.58566
CVE-2021-37718,0.00221,0.58566
CVE-2021-37719,0.00141,0.48133
CVE-2021-3772,0.00129,0.46040
CVE-2021-37720,0.00221,0.58566
CVE-2021-37721,0.00221,0.58566
CVE-2021-37722,0.00221,0.58566
CVE-2021-37723,0.00179,0.53369
CVE-2021-37724,0.00179,0.53369
CVE-2021-37725,0.00052,0.18053
CVE-2021-37726,0.00278,0.63310
CVE-2021-37727,0.00276,0.63163
CVE-2021-37728,0.00075,0.30312
CVE-2021-37729,0.00075,0.30312
CVE-2021-3773,0.00420,0.70173
CVE-2021-37730,0.00276,0.63163
CVE-2021-37731,0.00044,0.08417
CVE-2021-37732,0.00276,0.63163
CVE-2021-37733,0.00062,0.24284
CVE-2021-37734,0.00066,0.26835
CVE-2021-37735,0.00134,0.46800
CVE-2021-37736,0.00266,0.62436
CVE-2021-37737,0.00087,0.34980
CVE-2021-37738,0.00127,0.45714
CVE-2021-37739,0.00141,0.48133
CVE-2021-3774,0.00152,0.49612
CVE-2021-37740,0.00123,0.44960
CVE-2021-37741,0.00169,0.52128
CVE-2021-37742,0.00054,0.20595
CVE-2021-37743,0.00054,0.20595
CVE-2021-37746,0.00085,0.34560
CVE-2021-37748,0.00545,0.73892
CVE-2021-37749,0.00153,0.49765
CVE-2021-3775,0.00059,0.22978
CVE-2021-37750,0.00272,0.62843
CVE-2021-37759,0.00201,0.56310
CVE-2021-3776,0.00059,0.22978
CVE-2021-37760,0.00201,0.56310
CVE-2021-37761,0.00762,0.78351
CVE-2021-37762,0.00623,0.75668
CVE-2021-37764,0.00046,0.12673
CVE-2021-3777,0.00085,0.34321
CVE-2021-37770,0.00057,0.21570
CVE-2021-37774,0.00042,0.05636
CVE-2021-37777,0.00183,0.53805
CVE-2021-37778,0.00115,0.43555
CVE-2021-3778,0.00092,0.37732
CVE-2021-37781,0.00045,0.11838
CVE-2021-37782,0.00076,0.31056
CVE-2021-37786,0.00049,0.15330
CVE-2021-37788,0.00128,0.45879
CVE-2021-37789,0.00084,0.34023
CVE-2021-3779,0.00084,0.34023
CVE-2021-37791,0.00049,0.15258
CVE-2021-37794,0.00058,0.21946
CVE-2021-3780,0.00066,0.26787
CVE-2021-37803,0.00141,0.48141
CVE-2021-37805,0.00048,0.15091
CVE-2021-37806,0.00363,0.68013
CVE-2021-37807,0.00150,0.49371
CVE-2021-37808,0.00376,0.68556
CVE-2021-3781,0.01104,0.82238
CVE-2021-37819,0.00046,0.13906
CVE-2021-3782,0.00087,0.35727
CVE-2021-37823,0.00049,0.15258
CVE-2021-3783,0.00059,0.22922
CVE-2021-37832,0.00158,0.50517
CVE-2021-37833,0.00090,0.36651
CVE-2021-37839,0.00064,0.26064
CVE-2021-37840,0.00294,0.64357
CVE-2021-37841,0.00044,0.10211
CVE-2021-37842,0.00143,0.48335
CVE-2021-37843,0.00594,0.75015
CVE-2021-37847,0.00159,0.50644
CVE-2021-37848,0.00148,0.49087
CVE-2021-3785,0.00051,0.17795
CVE-2021-37850,0.00043,0.06927
CVE-2021-37851,0.00042,0.05636
CVE-2021-37852,0.00046,0.12795
CVE-2021-37859,0.00072,0.29304
CVE-2021-3786,0.00043,0.06927
CVE-2021-37860,0.00070,0.28397
CVE-2021-37861,0.00135,0.47122
CVE-2021-37862,0.00068,0.27673
CVE-2021-37863,0.00073,0.29606
CVE-2021-37864,0.00060,0.23472
CVE-2021-37865,0.00073,0.29606
CVE-2021-37866,0.00152,0.49681
CVE-2021-37867,0.00053,0.18801
CVE-2021-3787,0.00042,0.05636
CVE-2021-3788,0.00054,0.20608
CVE-2021-3789,0.00046,0.13996
CVE-2021-3790,0.00049,0.15121
CVE-2021-37909,0.00350,0.67380
CVE-2021-3791,0.00055,0.20871
CVE-2021-37910,0.00076,0.30745
CVE-2021-37911,0.00075,0.30280
CVE-2021-37912,0.00141,0.48131
CVE-2021-37913,0.00141,0.48131
CVE-2021-37914,0.00069,0.28010
CVE-2021-37915,0.00189,0.54670
CVE-2021-37916,0.00061,0.23913
CVE-2021-37918,0.00870,0.79892
CVE-2021-37919,0.00870,0.79892
CVE-2021-3792,0.00063,0.25072
CVE-2021-37920,0.00870,0.79892
CVE-2021-37921,0.00870,0.79892
CVE-2021-37922,0.00099,0.39420
CVE-2021-37923,0.00870,0.79892
CVE-2021-37924,0.00870,0.79892
CVE-2021-37925,0.00192,0.55040
CVE-2021-37926,0.00870,0.79892
CVE-2021-37927,0.00148,0.49163
CVE-2021-37928,0.00870,0.79892
CVE-2021-37929,0.00870,0.79892
CVE-2021-3793,0.00069,0.28210
CVE-2021-37930,0.00870,0.79892
CVE-2021-37931,0.00870,0.79892
CVE-2021-37933,0.00256,0.61699
CVE-2021-37934,0.00793,0.78926
CVE-2021-37935,0.00171,0.52425
CVE-2021-37936,0.00045,0.11838
CVE-2021-37938,0.00063,0.25319
CVE-2021-37939,0.00053,0.18801
CVE-2021-3794,0.00085,0.34321
CVE-2021-37940,0.00064,0.25489
CVE-2021-37941,0.00042,0.05636
CVE-2021-3795,0.00085,0.34321
CVE-2021-37956,0.00174,0.52762
CVE-2021-37957,0.00156,0.50235
CVE-2021-37958,0.00346,0.67174
CVE-2021-37959,0.00113,0.43133
CVE-2021-3796,0.00087,0.35127
CVE-2021-37961,0.00174,0.52762
CVE-2021-37962,0.00174,0.52762
CVE-2021-37963,0.00349,0.67342
CVE-2021-37964,0.00071,0.28630
CVE-2021-37965,0.00255,0.61623
CVE-2021-37966,0.00179,0.53403
CVE-2021-37967,0.00179,0.53403
CVE-2021-37968,0.00362,0.67919
CVE-2021-37969,0.00088,0.35923
CVE-2021-3797,0.00172,0.52586
CVE-2021-37970,0.00189,0.54683
CVE-2021-37971,0.00346,0.67145
CVE-2021-37972,0.00194,0.55496
CVE-2021-37973,0.00221,0.58570
CVE-2021-37974,0.00202,0.56423
CVE-2021-37975,0.57333,0.97126
CVE-2021-37976,0.02630,0.88681
CVE-2021-37977,0.00304,0.64985
CVE-2021-37978,0.00215,0.57748
CVE-2021-37979,0.00214,0.57629
CVE-2021-3798,0.00045,0.12135
CVE-2021-37980,0.00172,0.52623
CVE-2021-37981,0.00177,0.53112
CVE-2021-37982,0.00287,0.63925
CVE-2021-37983,0.00287,0.63925
CVE-2021-37984,0.00202,0.56489
CVE-2021-37985,0.00287,0.63925
CVE-2021-37986,0.00202,0.56489
CVE-2021-37987,0.00287,0.63925
CVE-2021-37988,0.00287,0.63925
CVE-2021-37989,0.00182,0.53792
CVE-2021-3799,0.00051,0.17795
CVE-2021-37990,0.00108,0.42132
CVE-2021-37991,0.00202,0.56489
CVE-2021-37992,0.00202,0.56489
CVE-2021-37993,0.00287,0.63925
CVE-2021-37994,0.00148,0.49098
CVE-2021-37995,0.00182,0.53792
CVE-2021-37996,0.00106,0.41650
CVE-2021-37997,0.00241,0.60338
CVE-2021-37998,0.00241,0.60338
CVE-2021-37999,0.00148,0.49062
CVE-2021-3800,0.00080,0.32616
CVE-2021-38000,0.00258,0.61819
CVE-2021-38001,0.00170,0.52360
CVE-2021-38002,0.00148,0.49130
CVE-2021-38003,0.01295,0.83738
CVE-2021-38004,0.00179,0.53412
CVE-2021-38005,0.00177,0.53170
CVE-2021-38006,0.00177,0.53170
CVE-2021-38007,0.00178,0.53270
CVE-2021-38008,0.00300,0.64707
CVE-2021-38009,0.00218,0.58058
CVE-2021-3801,0.00085,0.34321
CVE-2021-38010,0.00146,0.48857
CVE-2021-38011,0.00177,0.53170
CVE-2021-38012,0.00178,0.53270
CVE-2021-38013,0.00186,0.54288
CVE-2021-38014,0.00173,0.52748
CVE-2021-38015,0.00115,0.43641
CVE-2021-38016,0.00178,0.53270
CVE-2021-38017,0.00178,0.53270
CVE-2021-38018,0.00106,0.41440
CVE-2021-38019,0.00214,0.57706
CVE-2021-3802,0.00043,0.06927
CVE-2021-38020,0.00148,0.49065
CVE-2021-38021,0.00146,0.48857
CVE-2021-38022,0.00214,0.57706
CVE-2021-3803,0.00085,0.34321
CVE-2021-3804,0.00085,0.34321
CVE-2021-3805,0.00066,0.26859
CVE-2021-3806,0.00055,0.20930
CVE-2021-3807,0.00157,0.50490
CVE-2021-3808,0.00042,0.05636
CVE-2021-38084,0.00213,0.57608
CVE-2021-38085,0.00053,0.18829
CVE-2021-38086,0.00059,0.22822
CVE-2021-38087,0.00072,0.29304
CVE-2021-38088,0.00042,0.05636
CVE-2021-3809,0.00042,0.05636
CVE-2021-38090,0.00156,0.50231
CVE-2021-38091,0.00156,0.50231
CVE-2021-38092,0.00156,0.50231
CVE-2021-38093,0.00156,0.50231
CVE-2021-38094,0.00156,0.50231
CVE-2021-38095,0.00428,0.70416
CVE-2021-38096,0.00099,0.39657
CVE-2021-38097,0.00099,0.39657
CVE-2021-38098,0.00099,0.39657
CVE-2021-38099,0.00099,0.39657
CVE-2021-3810,0.00085,0.34321
CVE-2021-38100,0.00099,0.39657
CVE-2021-38101,0.00099,0.39657
CVE-2021-38102,0.00084,0.33998
CVE-2021-38103,0.00099,0.39657
CVE-2021-38104,0.00084,0.33998
CVE-2021-38105,0.00084,0.33998
CVE-2021-38106,0.00084,0.33998
CVE-2021-38107,0.00084,0.33998
CVE-2021-38108,0.00084,0.33998
CVE-2021-38109,0.00084,0.33998
CVE-2021-3811,0.00066,0.26787
CVE-2021-38110,0.00099,0.39657
CVE-2021-38111,0.00207,0.56977
CVE-2021-38112,0.00397,0.69402
CVE-2021-38113,0.00058,0.22439
CVE-2021-38114,0.00077,0.31314
CVE-2021-38115,0.00119,0.44267
CVE-2021-3812,0.00066,0.26787
CVE-2021-38123,0.00070,0.28397
CVE-2021-38124,0.00742,0.77981
CVE-2021-38125,0.00269,0.62668
CVE-2021-38126,0.00063,0.25072
CVE-2021-38127,0.00063,0.25072
CVE-2021-38129,0.00042,0.05636
CVE-2021-3813,0.00062,0.24035
CVE-2021-38130,0.00064,0.25489
CVE-2021-38136,0.00087,0.35576
CVE-2021-38137,0.00065,0.26388
CVE-2021-38138,0.00111,0.42766
CVE-2021-3814,0.00094,0.38383
CVE-2021-38140,0.00213,0.57608
CVE-2021-38142,0.00063,0.25365
CVE-2021-38143,0.00106,0.41508
CVE-2021-38144,0.00125,0.45342
CVE-2021-38145,0.00162,0.51180
CVE-2021-38146,0.00592,0.74986
CVE-2021-38147,0.00415,0.70052
CVE-2021-38148,0.00201,0.56310
CVE-2021-38149,0.00058,0.22439
CVE-2021-3815,0.00157,0.50358
CVE-2021-38150,0.00153,0.49802
CVE-2021-38151,0.00058,0.22439
CVE-2021-38152,0.00111,0.42766
CVE-2021-38153,0.00073,0.29626
CVE-2021-38154,0.00207,0.56939
CVE-2021-38155,0.00139,0.47727
CVE-2021-38156,0.08828,0.93516
CVE-2021-38157,0.00099,0.39611
CVE-2021-38159,0.00136,0.47273
CVE-2021-3816,0.00053,0.18801
CVE-2021-38160,0.00045,0.12011
CVE-2021-38161,0.00118,0.44147
CVE-2021-38162,0.00597,0.75069
CVE-2021-38163,0.97098,0.99591
CVE-2021-38164,0.00053,0.18801
CVE-2021-38165,0.00218,0.58013
CVE-2021-38166,0.00045,0.12011
CVE-2021-38167,0.00138,0.47671
CVE-2021-38168,0.00087,0.35182
CVE-2021-38169,0.00088,0.35951
CVE-2021-3817,0.00360,0.67851
CVE-2021-38171,0.00211,0.57239
CVE-2021-38172,0.00120,0.44581
CVE-2021-38173,0.00193,0.55357
CVE-2021-38174,0.00097,0.39082
CVE-2021-38175,0.00062,0.24600
CVE-2021-38176,0.00093,0.38029
CVE-2021-38177,0.00373,0.68420
CVE-2021-38178,0.00089,0.36277
CVE-2021-38179,0.00064,0.25489
CVE-2021-3818,0.00066,0.26787
CVE-2021-38180,0.00292,0.64272
CVE-2021-38181,0.00088,0.36043
CVE-2021-38182,0.00073,0.29608
CVE-2021-38183,0.00068,0.27673
CVE-2021-38185,0.00144,0.48607
CVE-2021-38186,0.00068,0.27792
CVE-2021-38187,0.00194,0.55433
CVE-2021-38188,0.00208,0.57012
CVE-2021-38189,0.00194,0.55433
CVE-2021-3819,0.00111,0.42640
CVE-2021-38190,0.00173,0.52700
CVE-2021-38191,0.00088,0.36084
CVE-2021-38192,0.00130,0.46152
CVE-2021-38193,0.00066,0.26876
CVE-2021-38194,0.00208,0.57012
CVE-2021-38195,0.00194,0.55433
CVE-2021-38196,0.01002,0.81339
CVE-2021-38197,0.00192,0.55006
CVE-2021-38198,0.00050,0.17106
CVE-2021-38199,0.00084,0.34029
CVE-2021-3820,0.00085,0.34321
CVE-2021-38200,0.00042,0.05636
CVE-2021-38201,0.00252,0.61343
CVE-2021-38202,0.00296,0.64507
CVE-2021-38203,0.00045,0.12385
CVE-2021-38204,0.00075,0.30257
CVE-2021-38205,0.00045,0.11884
CVE-2021-38206,0.00044,0.10211
CVE-2021-38207,0.00262,0.62144
CVE-2021-38208,0.00053,0.18805
CVE-2021-38209,0.00044,0.10211
CVE-2021-3821,0.00091,0.37428
CVE-2021-38217,0.00076,0.31056
CVE-2021-3822,0.00085,0.34321
CVE-2021-38221,0.00045,0.11838
CVE-2021-3823,0.00222,0.58754
CVE-2021-38239,0.00073,0.29814
CVE-2021-3824,0.00096,0.38678
CVE-2021-38241,0.00110,0.42419
CVE-2021-38244,0.00076,0.31067
CVE-2021-3825,0.00132,0.46418
CVE-2021-38258,0.00043,0.06927
CVE-2021-3826,0.00153,0.49858
CVE-2021-38260,0.00043,0.06927
CVE-2021-38263,0.00108,0.42143
CVE-2021-38264,0.00086,0.34907
CVE-2021-38265,0.00061,0.23655
CVE-2021-38266,0.00158,0.50536
CVE-2021-38267,0.00061,0.23655
CVE-2021-38268,0.00099,0.39570
CVE-2021-38269,0.00061,0.23655
CVE-2021-3827,0.00072,0.29112
CVE-2021-38278,0.00098,0.39230
CVE-2021-3828,0.00085,0.34321
CVE-2021-38283,0.00500,0.72656
CVE-2021-38289,0.00055,0.20717
CVE-2021-3829,0.00059,0.22978
CVE-2021-38290,0.00152,0.49705
CVE-2021-38291,0.00083,0.33660
CVE-2021-38294,0.61315,0.97200
CVE-2021-38295,0.00042,0.05692
CVE-2021-38296,0.00096,0.38789
CVE-2021-38297,0.00196,0.55794
CVE-2021-38298,0.00249,0.61011
CVE-2021-38299,0.00206,0.56844
CVE-2021-3830,0.00051,0.17795
CVE-2021-38300,0.00047,0.14297
CVE-2021-38302,0.00157,0.50310
CVE-2021-38303,0.00188,0.54573
CVE-2021-38304,0.00043,0.06927
CVE-2021-38305,0.00159,0.50721
CVE-2021-38306,0.00453,0.71297
CVE-2021-3831,0.00059,0.22978
CVE-2021-38311,0.00072,0.29387
CVE-2021-38312,0.00056,0.21262
CVE-2021-38314,0.00186,0.54162
CVE-2021-38315,0.00068,0.27792
CVE-2021-38316,0.00066,0.26787
CVE-2021-38317,0.00066,0.26787
CVE-2021-38318,0.00066,0.26787
CVE-2021-38319,0.00066,0.26787
CVE-2021-3832,0.00492,0.72455
CVE-2021-38320,0.00066,0.26787
CVE-2021-38321,0.00066,0.26787
CVE-2021-38322,0.00066,0.26787
CVE-2021-38323,0.00066,0.26787
CVE-2021-38324,0.00168,0.51849
CVE-2021-38325,0.00067,0.27196
CVE-2021-38326,0.00066,0.26787
CVE-2021-38327,0.00066,0.26787
CVE-2021-38328,0.00066,0.26787
CVE-2021-38329,0.00066,0.26787
CVE-2021-3833,0.00187,0.54439
CVE-2021-38330,0.00066,0.26787
CVE-2021-38331,0.00066,0.26787
CVE-2021-38332,0.00066,0.26787
CVE-2021-38333,0.00066,0.26787
CVE-2021-38334,0.00066,0.26787
CVE-2021-38335,0.00066,0.26787
CVE-2021-38336,0.00066,0.26787
CVE-2021-38337,0.00066,0.26787
CVE-2021-38338,0.00066,0.26787
CVE-2021-38339,0.00066,0.26787
CVE-2021-3834,0.00068,0.27673
CVE-2021-38340,0.00066,0.26787
CVE-2021-38341,0.00066,0.26787
CVE-2021-38342,0.00052,0.18053
CVE-2021-38343,0.00091,0.37502
CVE-2021-38344,0.00056,0.21262
CVE-2021-38345,0.00053,0.18801
CVE-2021-38346,0.00080,0.32567
CVE-2021-38347,0.00066,0.26787
CVE-2021-38348,0.00066,0.26787
CVE-2021-38349,0.00066,0.26787
CVE-2021-3835,0.00066,0.26734
CVE-2021-38350,0.00066,0.26787
CVE-2021-38351,0.00066,0.26787
CVE-2021-38352,0.00066,0.26787
CVE-2021-38353,0.00066,0.26787
CVE-2021-38354,0.00066,0.26787
CVE-2021-38355,0.00066,0.26787
CVE-2021-38356,0.00068,0.27729
